,odd_size_score,is_odd_size_issue,odd_aspect_ratio_score,is_odd_aspect_ratio_issue,low_information_score,is_low_information_issue,light_score,is_light_issue,grayscale_score,is_grayscale_issue,dark_score,is_dark_issue,blurry_score,is_blurry_issue,exact_duplicates_score,is_exact_duplicates_issue,near_duplicates_score,is_near_duplicates_issue
/home/areebadnan/Areeb_code/work/Visua_Data/augmentation_test/aug_images/5e5d2438b7fa4e5ae8348f22b_jpg.rf.5a5bef251316c9f67ef68061674499c8.jpg,1.0,False,1.0,False,0.9298996212342971,False,0.8695197408064512,False,1,False,0.9377530467155919,False,0.5346266705335717,False,1.0,False,1.0,False
/home/areebadnan/Areeb_code/work/Visua_Data/augmentation_test/aug_images/5f4608dfcd1fa13ed965ad93b_jpg.rf.13e2d43b55d6f0330842760aa76d6d27.jpg,1.0,False,1.0,False,0.9326973593266651,False,0.9098121913424557,False,1,False,0.9971774005492152,False,0.5251938588760788,False,1.0,False,1.0,False
/home/areebadnan/Areeb_code/work/Visua_Data/augmentation_test/aug_images/61dd23965d48c04af03f0312b_jpg.rf.0c0ab09df892a02279d445293928468a.jpg,1.0,False,1.0,False,0.9348441829337969,False,0.934679802652865,False,1,False,0.9425434598888879,False,0.5225253027109686,False,1.0,False,1.0,False
/home/areebadnan/Areeb_code/work/Visua_Data/augmentation_test/aug_images/62a05fbfeb975b730606fb72b_jpg.rf.c6e8c5c62aa6176e5105c4c2457d26b1.jpg,1.0,False,1.0,False,0.8913676649265642,False,0.7327927048860914,False,1,False,0.9469418526067285,False,0.4688461555274659,False,1.0,False,1.0,False
/home/areebadnan/Areeb_code/work/Visua_Data/augmentation_test/aug_images/62a47dd9cb944ff2a7006302b_jpg.rf.01c43202aee94c4267338bec2d78c34d.jpg,1.0,False,1.0,False,0.9161833392249975,False,0.8562047356589758,False,1,False,1.0,False,0.540916860637762,False,1.0,False,1.0,False
